GEO_ID,DP03_0062E,NAME,state,county,tract
1400000US44007002700,30307,"Census Tract 27, Providence County, Rhode Island",44,007,002700
1400000US44007010900,32757,"Census Tract 109, Providence County, Rhode Island",44,007,010900
1400000US44007011100,29744,"Census Tract 111, Providence County, Rhode Island",44,007,011100
1400000US44007012200,98539,"Census Tract 122, Providence County, Rhode Island",44,007,012200
1400000US44007012602,76623,"Census Tract 126.02, Providence County, Rhode Island",44,007,012602
1400000US44007014700,41830,"Census Tract 147, Providence County, Rhode Island",44,007,014700
1400000US44007015000,62946,"Census Tract 150, Providence County, Rhode Island",44,007,015000
1400000US44007015600,54375,"Census Tract 156, Providence County, Rhode Island",44,007,015600
1400000US44007016400,37566,"Census Tract 164, Providence County, Rhode Island",44,007,016400
1400000US44007016600,52907,"Census Tract 166, Providence County, Rhode Island",44,007,016600
1400000US44007017800,23875,"Census Tract 178, Providence County, Rhode Island",44,007,017800
1400000US44007017900,32448,"Census Tract 179, Providence County, Rhode Island",44,007,017900
1400000US44007018200,52649,"Census Tract 182, Providence County, Rhode Island",44,007,018200
1400000US44007011403,86346,"Census Tract 114.03, Providence County, Rhode Island",44,007,011403
1400000US44007001500,60938,"Census Tract 15, Providence County, Rhode Island",44,007,001500
1400000US44007011301,84150,"Census Tract 113.01, Providence County, Rhode Island",44,007,011301
1400000US44007011401,113250,"Census Tract 114.01, Providence County, Rhode Island",44,007,011401
1400000US44007011800,47035,"Census Tract 118, Providence County, Rhode Island",44,007,011800
1400000US44007000800,34850,"Census Tract 8, Providence County, Rhode Island",44,007,000800
1400000US44007003400,178235,"Census Tract 34, Providence County, Rhode Island",44,007,003400
1400000US44007010501,57946,"Census Tract 105.01, Providence County, Rhode Island",44,007,010501
1400000US44003021700,64815,"Census Tract 217, Kent County, Rhode Island",44,003,021700
1400000US44003021903,85729,"Census Tract 219.03, Kent County, Rhode Island",44,003,021903
1400000US44003022202,51625,"Census Tract 222.02, Kent County, Rhode Island",44,003,022202
1400000US44003020601,85184,"Census Tract 206.01, Kent County, Rhode Island",44,003,020601
1400000US44003020603,63458,"Census Tract 206.03, Kent County, Rhode Island",44,003,020603
1400000US44003021902,73281,"Census Tract 219.02, Kent County, Rhode Island",44,003,021902
1400000US44003022300,50938,"Census Tract 223, Kent County, Rhode Island",44,003,022300
1400000US44003020800,119688,"Census Tract 208, Kent County, Rhode Island",44,003,020800
1400000US44003020200,43833,"Census Tract 202, Kent County, Rhode Island",44,003,020200
1400000US44003020602,57560,"Census Tract 206.02, Kent County, Rhode Island",44,003,020602
1400000US44003021300,92839,"Census Tract 213, Kent County, Rhode Island",44,003,021300
1400000US44003021600,130962,"Census Tract 216, Kent County, Rhode Island",44,003,021600
1400000US44003021901,72910,"Census Tract 219.01, Kent County, Rhode Island",44,003,021901
1400000US44003022000,70556,"Census Tract 220, Kent County, Rhode Island",44,003,022000
1400000US44003022100,74653,"Census Tract 221, Kent County, Rhode Island",44,003,022100
1400000US44003020701,76333,"Census Tract 207.01, Kent County, Rhode Island",44,003,020701
1400000US44007010300,37246,"Census Tract 103, Providence County, Rhode Island",44,007,010300
1400000US44007011402,117955,"Census Tract 114.02, Providence County, Rhode Island",44,007,011402
1400000US44007012102,54957,"Census Tract 121.02, Providence County, Rhode Island",44,007,012102
1400000US44007012900,73684,"Census Tract 129, Providence County, Rhode Island",44,007,012900
1400000US44007013500,65107,"Census Tract 135, Providence County, Rhode Island",44,007,013500
1400000US44007013702,69821,"Census Tract 137.02, Providence County, Rhode Island",44,007,013702
1400000US44007014300,72273,"Census Tract 143, Providence County, Rhode Island",44,007,014300
1400000US44007012500,51035,"Census Tract 125, Providence County, Rhode Island",44,007,012500
1400000US44007011000,34944,"Census Tract 110, Providence County, Rhode Island",44,007,011000
1400000US44007011702,80179,"Census Tract 117.02, Providence County, Rhode Island",44,007,011702
1400000US44007012300,60066,"Census Tract 123, Providence County, Rhode Island",44,007,012300
1400000US44007012601,87969,"Census Tract 126.01, Providence County, Rhode Island",44,007,012601
1400000US44007012701,96409,"Census Tract 127.01, Providence County, Rhode Island",44,007,012701
1400000US44007012801,66591,"Census Tract 128.01, Providence County, Rhode Island",44,007,012801
1400000US44007013001,92857,"Census Tract 130.01, Providence County, Rhode Island",44,007,013001
1400000US44007013002,86833,"Census Tract 130.02, Providence County, Rhode Island",44,007,013002
1400000US44007013101,88961,"Census Tract 131.01, Providence County, Rhode Island",44,007,013101
1400000US44007014000,72726,"Census Tract 140, Providence County, Rhode Island",44,007,014000
1400000US44007014400,80720,"Census Tract 144, Providence County, Rhode Island",44,007,014400
1400000US44007017000,69063,"Census Tract 170, Providence County, Rhode Island",44,007,017000
1400000US44005040600,64598,"Census Tract 406, Newport County, Rhode Island",44,005,040600
1400000US44005040700,88527,"Census Tract 407, Newport County, Rhode Island",44,005,040700
1400000US44005040900,94652,"Census Tract 409, Newport County, Rhode Island",44,005,040900
1400000US44005041000,62939,"Census Tract 410, Newport County, Rhode Island",44,005,041000
1400000US44005041200,45294,"Census Tract 412, Newport County, Rhode Island",44,005,041200
1400000US44005041400,89353,"Census Tract 414, Newport County, Rhode Island",44,005,041400
1400000US44005041602,76970,"Census Tract 416.02, Newport County, Rhode Island",44,005,041602
1400000US44005040800,70614,"Census Tract 408, Newport County, Rhode Island",44,005,040800
1400000US44005040102,112563,"Census Tract 401.02, Newport County, Rhode Island",44,005,040102
1400000US44005040303,67617,"Census Tract 403.03, Newport County, Rhode Island",44,005,040303
1400000US44005040101,91302,"Census Tract 401.01, Newport County, Rhode Island",44,005,040101
1400000US44005040200,46659,"Census Tract 402, Newport County, Rhode Island",44,005,040200
1400000US44005040304,72109,"Census Tract 403.04, Newport County, Rhode Island",44,005,040304
1400000US44005040103,92879,"Census Tract 401.03, Newport County, Rhode Island",44,005,040103
1400000US44005040500,38648,"Census Tract 405, Newport County, Rhode Island",44,005,040500
1400000US44005041300,111110,"Census Tract 413, Newport County, Rhode Island",44,005,041300
1400000US44005041601,44750,"Census Tract 416.01, Newport County, Rhode Island",44,005,041601
1400000US44005040400,85559,"Census Tract 404, Newport County, Rhode Island",44,005,040400
1400000US44005040302,77581,"Census Tract 403.02, Newport County, Rhode Island",44,005,040302
1400000US44005041100,76324,"Census Tract 411, Newport County, Rhode Island",44,005,041100
1400000US44003020300,38342,"Census Tract 203, Kent County, Rhode Island",44,003,020300
1400000US44003020901,87850,"Census Tract 209.01, Kent County, Rhode Island",44,003,020901
1400000US44003020500,62083,"Census Tract 205, Kent County, Rhode Island",44,003,020500
1400000US44003020604,60938,"Census Tract 206.04, Kent County, Rhode Island",44,003,020604
1400000US44003021800,85208,"Census Tract 218, Kent County, Rhode Island",44,003,021800
1400000US44003020702,94929,"Census Tract 207.02, Kent County, Rhode Island",44,003,020702
1400000US44003020703,99088,"Census Tract 207.03, Kent County, Rhode Island",44,003,020703
1400000US44007015100,36027,"Census Tract 151, Providence County, Rhode Island",44,007,015100
1400000US44007015400,46250,"Census Tract 154, Providence County, Rhode Island",44,007,015400
1400000US44007016000,46908,"Census Tract 160, Providence County, Rhode Island",44,007,016000
1400000US44007016800,52171,"Census Tract 168, Providence County, Rhode Island",44,007,016800
1400000US44007016900,83833,"Census Tract 169, Providence County, Rhode Island",44,007,016900
1400000US44007017400,37332,"Census Tract 174, Providence County, Rhode Island",44,007,017400
1400000US44007002800,41136,"Census Tract 28, Providence County, Rhode Island",44,007,002800
1400000US44007013900,59770,"Census Tract 139, Providence County, Rhode Island",44,007,013900
1400000US44007015700,66300,"Census Tract 157, Providence County, Rhode Island",44,007,015700
1400000US44007010702,76174,"Census Tract 107.02, Providence County, Rhode Island",44,007,010702
1400000US44007011500,64769,"Census Tract 115, Providence County, Rhode Island",44,007,011500
1400000US44007018000,24615,"Census Tract 180, Providence County, Rhode Island",44,007,018000
1400000US44007016300,70750,"Census Tract 163, Providence County, Rhode Island",44,007,016300
1400000US44007001300,52531,"Census Tract 13, Providence County, Rhode Island",44,007,001300
1400000US44007010200,54058,"Census Tract 102, Providence County, Rhode Island",44,007,010200
1400000US44007014200,93427,"Census Tract 142, Providence County, Rhode Island",44,007,014200
1400000US44001030200,114479,"Census Tract 302, Bristol County, Rhode Island",44,001,030200
1400000US44001030300,133086,"Census Tract 303, Bristol County, Rhode Island",44,001,030300
1400000US44001030901,95670,"Census Tract 309.01, Bristol County, Rhode Island",44,001,030901
