GEO_ID,DP03_0062E,NAME,state,county,tract
1400000US51059461202,117674,"Census Tract 4612.02, Fairfax County, Virginia",51,059,461202
1400000US51065020200,69679,"Census Tract 202, Fluvanna County, Virginia",51,065,020200
1400000US51059460702,175000,"Census Tract 4607.02, Fairfax County, Virginia",51,059,460702
1400000US51059461201,233500,"Census Tract 4612.01, Fairfax County, Virginia",51,059,461201
1400000US51059461601,117092,"Census Tract 4616.01, Fairfax County, Virginia",51,059,461601
1400000US51059461602,113958,"Census Tract 4616.02, Fairfax County, Virginia",51,059,461602
1400000US51059461801,121339,"Census Tract 4618.01, Fairfax County, Virginia",51,059,461801
1400000US51059461802,110424,"Census Tract 4618.02, Fairfax County, Virginia",51,059,461802
1400000US51059461901,89583,"Census Tract 4619.01, Fairfax County, Virginia",51,059,461901
1400000US51059461902,46676,"Census Tract 4619.02, Fairfax County, Virginia",51,059,461902
1400000US51059471201,108000,"Census Tract 4712.01, Fairfax County, Virginia",51,059,471201
1400000US51059471202,111167,"Census Tract 4712.02, Fairfax County, Virginia",51,059,471202
1400000US51059471301,103194,"Census Tract 4713.01, Fairfax County, Virginia",51,059,471301
1400000US51650010104,63481,"Census Tract 101.04, Hampton city, Virginia",51,650,010104
1400000US51650011200,55884,"Census Tract 112, Hampton city, Virginia",51,650,011200
1400000US51009010200,59081,"Census Tract 102, Amherst County, Virginia",51,009,010200
1400000US51009010503,40407,"Census Tract 105.03, Amherst County, Virginia",51,009,010503
1400000US51009010504,43362,"Census Tract 105.04, Amherst County, Virginia",51,009,010504
1400000US51009010502,46985,"Census Tract 105.02, Amherst County, Virginia",51,009,010502
1400000US51009010600,43316,"Census Tract 106, Amherst County, Virginia",51,009,010600
1400000US51009010300,73672,"Census Tract 103, Amherst County, Virginia",51,009,010300
1400000US51009010401,52461,"Census Tract 104.01, Amherst County, Virginia",51,009,010401
1400000US51009010402,62688,"Census Tract 104.02, Amherst County, Virginia",51,009,010402
1400000US51087200801,54583,"Census Tract 2008.01, Henrico County, Virginia",51,087,200801
1400000US51087200123,67390,"Census Tract 2001.23, Henrico County, Virginia",51,087,200123
1400000US51087200124,81525,"Census Tract 2001.24, Henrico County, Virginia",51,087,200124
1400000US51087200406,91192,"Census Tract 2004.06, Henrico County, Virginia",51,087,200406
1400000US51087200412,39750,"Census Tract 2004.12, Henrico County, Virginia",51,087,200412
1400000US51087200700,55291,"Census Tract 2007, Henrico County, Virginia",51,087,200700
1400000US51087200805,33384,"Census Tract 2008.05, Henrico County, Virginia",51,087,200805
1400000US51087201601,81250,"Census Tract 2016.01, Henrico County, Virginia",51,087,201601
1400000US51087201602,94538,"Census Tract 2016.02, Henrico County, Virginia",51,087,201602
1400000US51087200121,109761,"Census Tract 2001.21, Henrico County, Virginia",51,087,200121
1400000US51087200125,62542,"Census Tract 2001.25, Henrico County, Virginia",51,087,200125
1400000US51087200502,72031,"Census Tract 2005.02, Henrico County, Virginia",51,087,200502
1400000US51087200904,82545,"Census Tract 2009.04, Henrico County, Virginia",51,087,200904
1400000US51087201001,70259,"Census Tract 2010.01, Henrico County, Virginia",51,087,201001
1400000US51087200122,127137,"Census Tract 2001.22, Henrico County, Virginia",51,087,200122
1400000US51087200201,100893,"Census Tract 2002.01, Henrico County, Virginia",51,087,200201
1400000US51087200301,93750,"Census Tract 2003.01, Henrico County, Virginia",51,087,200301
1400000US51087200411,56354,"Census Tract 2004.11, Henrico County, Virginia",51,087,200411
1400000US51087201101,42303,"Census Tract 2011.01, Henrico County, Virginia",51,087,201101
1400000US51087201102,49294,"Census Tract 2011.02, Henrico County, Virginia",51,087,201102
1400000US51740213101,45958,"Census Tract 2131.01, Portsmouth city, Virginia",51,740,213101
1400000US51740210300,52745,"Census Tract 2103, Portsmouth city, Virginia",51,740,210300
1400000US51059471303,115265,"Census Tract 4713.03, Fairfax County, Virginia",51,059,471303
1400000US51059471304,180038,"Census Tract 4713.04, Fairfax County, Virginia",51,059,471304
1400000US51059471401,119231,"Census Tract 4714.01, Fairfax County, Virginia",51,059,471401
1400000US51059480201,250001,"Census Tract 4802.01, Fairfax County, Virginia",51,059,480201
1400000US51059480202,92392,"Census Tract 4802.02, Fairfax County, Virginia",51,059,480202
1400000US51059480203,89650,"Census Tract 4802.03, Fairfax County, Virginia",51,059,480203
1400000US51041100931,104355,"Census Tract 1009.31, Chesterfield County, Virginia",51,041,100931
1400000US51041101003,139284,"Census Tract 1010.03, Chesterfield County, Virginia",51,041,101003
1400000US51041100206,79000,"Census Tract 1002.06, Chesterfield County, Virginia",51,041,100206
1400000US51041100804,67380,"Census Tract 1008.04, Chesterfield County, Virginia",51,041,100804
1400000US51041100812,84242,"Census Tract 1008.12, Chesterfield County, Virginia",51,041,100812
1400000US51041100927,119643,"Census Tract 1009.27, Chesterfield County, Virginia",51,041,100927
1400000US51041100929,111986,"Census Tract 1009.29, Chesterfield County, Virginia",51,041,100929
1400000US51161030201,77589,"Census Tract 302.01, Roanoke County, Virginia",51,161,030201
1400000US51161030204,54024,"Census Tract 302.04, Roanoke County, Virginia",51,161,030204
1400000US51161030802,78561,"Census Tract 308.02, Roanoke County, Virginia",51,161,030802
1400000US51161030100,68243,"Census Tract 301, Roanoke County, Virginia",51,161,030100
1400000US51161031000,53542,"Census Tract 310, Roanoke County, Virginia",51,161,031000
1400000US51161030500,96400,"Census Tract 305, Roanoke County, Virginia",51,161,030500
1400000US51161030203,79688,"Census Tract 302.03, Roanoke County, Virginia",51,161,030203
1400000US51161030300,67115,"Census Tract 303, Roanoke County, Virginia",51,161,030300
1400000US51161030600,99449,"Census Tract 306, Roanoke County, Virginia",51,161,030600
1400000US51161030702,53702,"Census Tract 307.02, Roanoke County, Virginia",51,161,030702
1400000US51161030900,64978,"Census Tract 309, Roanoke County, Virginia",51,161,030900
1400000US51161030701,97190,"Census Tract 307.01, Roanoke County, Virginia",51,161,030701
1400000US51175200100,63806,"Census Tract 2001, Southampton County, Virginia",51,175,200100
1400000US51175200200,54917,"Census Tract 2002, Southampton County, Virginia",51,175,200200
1400000US51175200300,-666666666,"Census Tract 2003, Southampton County, Virginia",51,175,200300
1400000US51175200400,61056,"Census Tract 2004, Southampton County, Virginia",51,175,200400
1400000US51175200500,60250,"Census Tract 2005, Southampton County, Virginia",51,175,200500
1400000US51091970100,48587,"Census Tract 9701, Highland County, Virginia",51,091,970100
1400000US51073100100,78306,"Census Tract 1001, Gloucester County, Virginia",51,073,100100
1400000US51073100400,56667,"Census Tract 1004, Gloucester County, Virginia",51,073,100400
1400000US51073100500,67500,"Census Tract 1005, Gloucester County, Virginia",51,073,100500
1400000US51610500200,127946,"Census Tract 5002, Falls Church city, Virginia",51,610,500200
1400000US51119950900,56563,"Census Tract 9509, Middlesex County, Virginia",51,119,950900
1400000US51610500300,109787,"Census Tract 5003, Falls Church city, Virginia",51,610,500300
1400000US51610500100,142389,"Census Tract 5001, Falls Church city, Virginia",51,610,500100
1400000US51041100930,116742,"Census Tract 1009.30, Chesterfield County, Virginia",51,041,100930
1400000US51041100926,170625,"Census Tract 1009.26, Chesterfield County, Virginia",51,041,100926
1400000US51041100817,52730,"Census Tract 1008.17, Chesterfield County, Virginia",51,041,100817
1400000US51013101402,128796,"Census Tract 1014.02, Arlington County, Virginia",51,013,101402
1400000US51013101601,151875,"Census Tract 1016.01, Arlington County, Virginia",51,013,101601
1400000US51013101603,125417,"Census Tract 1016.03, Arlington County, Virginia",51,013,101603
1400000US51013101602,97981,"Census Tract 1016.02, Arlington County, Virginia",51,013,101602
1400000US51167030500,35662,"Census Tract 305, Russell County, Virginia",51,167,030500
1400000US51167030600,37672,"Census Tract 306, Russell County, Virginia",51,167,030600
1400000US51173030301,44342,"Census Tract 303.01, Smyth County, Virginia",51,173,030301
1400000US51171040201,64167,"Census Tract 402.01, Shenandoah County, Virginia",51,171,040201
1400000US51171040202,65298,"Census Tract 402.02, Shenandoah County, Virginia",51,171,040202
1400000US51173030100,40313,"Census Tract 301, Smyth County, Virginia",51,173,030100
1400000US51173030200,34457,"Census Tract 302, Smyth County, Virginia",51,173,030200
1400000US51173030302,41528,"Census Tract 303.02, Smyth County, Virginia",51,173,030302
1400000US51173030400,40343,"Census Tract 304, Smyth County, Virginia",51,173,030400
1400000US51173030500,51563,"Census Tract 305, Smyth County, Virginia",51,173,030500
1400000US51173030600,25938,"Census Tract 306, Smyth County, Virginia",51,173,030600
1400000US51173030701,47978,"Census Tract 307.01, Smyth County, Virginia",51,173,030701
1400000US51173030702,46023,"Census Tract 307.02, Smyth County, Virginia",51,173,030702
1400000US51177020105,100673,"Census Tract 201.05, Spotsylvania County, Virginia",51,177,020105
1400000US51177020106,107107,"Census Tract 201.06, Spotsylvania County, Virginia",51,177,020106
1400000US51177020108,57188,"Census Tract 201.08, Spotsylvania County, Virginia",51,177,020108
1400000US51177020107,115048,"Census Tract 201.07, Spotsylvania County, Virginia",51,177,020107
1400000US51177020109,76618,"Census Tract 201.09, Spotsylvania County, Virginia",51,177,020109
1400000US51177020111,95764,"Census Tract 201.11, Spotsylvania County, Virginia",51,177,020111
1400000US51177020110,68529,"Census Tract 201.10, Spotsylvania County, Virginia",51,177,020110
1400000US51177020112,108977,"Census Tract 201.12, Spotsylvania County, Virginia",51,177,020112
1400000US51177020113,107027,"Census Tract 201.13, Spotsylvania County, Virginia",51,177,020113
1400000US51177020114,103594,"Census Tract 201.14, Spotsylvania County, Virginia",51,177,020114
1400000US51177020201,89213,"Census Tract 202.01, Spotsylvania County, Virginia",51,177,020201
1400000US51177020202,84904,"Census Tract 202.02, Spotsylvania County, Virginia",51,177,020202
1400000US51177020203,100795,"Census Tract 202.03, Spotsylvania County, Virginia",51,177,020203
