GEO_ID,DP03_0062E,NAME,state,county,tract
1400000US29095010201,29130,"Census Tract 102.01, Jackson County, Missouri",29,095,010201
1400000US29095007300,62411,"Census Tract 73, Jackson County, Missouri",29,095,007300
1400000US29095007600,40347,"Census Tract 76, Jackson County, Missouri",29,095,007600
1400000US29095007900,27672,"Census Tract 79, Jackson County, Missouri",29,095,007900
1400000US29095008300,127250,"Census Tract 83, Jackson County, Missouri",29,095,008300
1400000US29095009100,79763,"Census Tract 91, Jackson County, Missouri",29,095,009100
1400000US29095010001,76875,"Census Tract 100.01, Jackson County, Missouri",29,095,010001
1400000US29095011000,37955,"Census Tract 110, Jackson County, Missouri",29,095,011000
1400000US29095011405,31772,"Census Tract 114.05, Jackson County, Missouri",29,095,011405
1400000US29095012802,55156,"Census Tract 128.02, Jackson County, Missouri",29,095,012802
1400000US29095013003,49247,"Census Tract 130.03, Jackson County, Missouri",29,095,013003
1400000US29095014002,63750,"Census Tract 140.02, Jackson County, Missouri",29,095,014002
1400000US29095014501,55625,"Census Tract 145.01, Jackson County, Missouri",29,095,014501
1400000US29095015100,64685,"Census Tract 151, Jackson County, Missouri",29,095,015100
1400000US29095014204,89643,"Census Tract 142.04, Jackson County, Missouri",29,095,014204
1400000US29095014603,69919,"Census Tract 146.03, Jackson County, Missouri",29,095,014603
1400000US29095002100,26097,"Census Tract 21, Jackson County, Missouri",29,095,002100
1400000US29095002300,30417,"Census Tract 23, Jackson County, Missouri",29,095,002300
1400000US29095003400,25571,"Census Tract 34, Jackson County, Missouri",29,095,003400
1400000US29095004600,59688,"Census Tract 46, Jackson County, Missouri",29,095,004600
1400000US29095005400,28167,"Census Tract 54, Jackson County, Missouri",29,095,005400
1400000US29095005601,18231,"Census Tract 56.01, Jackson County, Missouri",29,095,005601
1400000US29095010500,42329,"Census Tract 105, Jackson County, Missouri",29,095,010500
1400000US29095008600,88021,"Census Tract 86, Jackson County, Missouri",29,095,008600
1400000US29095008800,37817,"Census Tract 88, Jackson County, Missouri",29,095,008800
1400000US29095011406,61061,"Census Tract 114.06, Jackson County, Missouri",29,095,011406
1400000US29095012903,38257,"Census Tract 129.03, Jackson County, Missouri",29,095,012903
