GEO_ID,DP03_0062E,NAME,state,county,tract
1400000US49035113408,69882,"Census Tract 1134.08, Salt Lake County, Utah",49,035,113408
1400000US49035112905,103405,"Census Tract 1129.05, Salt Lake County, Utah",49,035,112905
1400000US49035112907,76996,"Census Tract 1129.07, Salt Lake County, Utah",49,035,112907
1400000US49035112917,74671,"Census Tract 1129.17, Salt Lake County, Utah",49,035,112917
1400000US49007000100,58500,"Census Tract 1, Carbon County, Utah",49,007,000100
1400000US49007000500,60539,"Census Tract 5, Carbon County, Utah",49,007,000500
1400000US49007000300,29923,"Census Tract 3, Carbon County, Utah",49,007,000300
1400000US49015976200,58594,"Census Tract 9762, Emery County, Utah",49,015,976200
1400000US49015976300,52257,"Census Tract 9763, Emery County, Utah",49,015,976300
1400000US49029970100,91819,"Census Tract 9701, Morgan County, Utah",49,029,970100
1400000US49029970200,77083,"Census Tract 9702, Morgan County, Utah",49,029,970200
1400000US49005000101,62045,"Census Tract 1.01, Cache County, Utah",49,005,000101
1400000US49035110600,106404,"Census Tract 1106, Salt Lake County, Utah",49,035,110600
1400000US49035110701,72845,"Census Tract 1107.01, Salt Lake County, Utah",49,035,110701
1400000US49035111304,103705,"Census Tract 1113.04, Salt Lake County, Utah",49,035,111304
1400000US49035112614,101655,"Census Tract 1126.14, Salt Lake County, Utah",49,035,112614
1400000US49035112916,66932,"Census Tract 1129.16, Salt Lake County, Utah",49,035,112916
1400000US49035113102,93750,"Census Tract 1131.02, Salt Lake County, Utah",49,035,113102
1400000US49035113409,74036,"Census Tract 1134.09, Salt Lake County, Utah",49,035,113409
1400000US49035113410,68082,"Census Tract 1134.10, Salt Lake County, Utah",49,035,113410
1400000US49035113801,71711,"Census Tract 1138.01, Salt Lake County, Utah",49,035,113801
1400000US49035113905,68700,"Census Tract 1139.05, Salt Lake County, Utah",49,035,113905
1400000US49035113511,69286,"Census Tract 1135.11, Salt Lake County, Utah",49,035,113511
1400000US49035113305,46123,"Census Tract 1133.05, Salt Lake County, Utah",49,035,113305
1400000US49035113412,84792,"Census Tract 1134.12, Salt Lake County, Utah",49,035,113412
1400000US49035113512,44548,"Census Tract 1135.12, Salt Lake County, Utah",49,035,113512
1400000US49035113515,67219,"Census Tract 1135.15, Salt Lake County, Utah",49,035,113515
1400000US49035113521,75222,"Census Tract 1135.21, Salt Lake County, Utah",49,035,113521
1400000US49035111903,64500,"Census Tract 1119.03, Salt Lake County, Utah",49,035,111903
1400000US49035113600,53194,"Census Tract 1136, Salt Lake County, Utah",49,035,113600
1400000US49035113903,69181,"Census Tract 1139.03, Salt Lake County, Utah",49,035,113903
1400000US49035102500,45177,"Census Tract 1025, Salt Lake County, Utah",49,035,102500
1400000US49035111904,55594,"Census Tract 1119.04, Salt Lake County, Utah",49,035,111904
1400000US49035111905,45714,"Census Tract 1119.05, Salt Lake County, Utah",49,035,111905
1400000US49035111906,52450,"Census Tract 1119.06, Salt Lake County, Utah",49,035,111906
1400000US49035112001,54158,"Census Tract 1120.01, Salt Lake County, Utah",49,035,112001
1400000US49035112002,59269,"Census Tract 1120.02, Salt Lake County, Utah",49,035,112002
1400000US49035112403,58953,"Census Tract 1124.03, Salt Lake County, Utah",49,035,112403
1400000US49035112404,52593,"Census Tract 1124.04, Salt Lake County, Utah",49,035,112404
1400000US49035112618,81528,"Census Tract 1126.18, Salt Lake County, Utah",49,035,112618
1400000US49035112619,108438,"Census Tract 1126.19, Salt Lake County, Utah",49,035,112619
1400000US49035112816,119479,"Census Tract 1128.16, Salt Lake County, Utah",49,035,112816
1400000US49035112817,96495,"Census Tract 1128.17, Salt Lake County, Utah",49,035,112817
1400000US49035112818,-666666666,"Census Tract 1128.18, Salt Lake County, Utah",49,035,112818
1400000US49035112819,112986,"Census Tract 1128.19, Salt Lake County, Utah",49,035,112819
1400000US49035112820,112150,"Census Tract 1128.20, Salt Lake County, Utah",49,035,112820
1400000US49035112821,132340,"Census Tract 1128.21, Salt Lake County, Utah",49,035,112821
1400000US49035112822,75792,"Census Tract 1128.22, Salt Lake County, Utah",49,035,112822
1400000US49035112823,104148,"Census Tract 1128.23, Salt Lake County, Utah",49,035,112823
1400000US49049010600,74801,"Census Tract 106, Utah County, Utah",49,049,010600
1400000US49049002500,34051,"Census Tract 25, Utah County, Utah",49,049,002500
1400000US49049003300,70379,"Census Tract 33, Utah County, Utah",49,049,003300
1400000US49049003401,58307,"Census Tract 34.01, Utah County, Utah",49,049,003401
1400000US49049001504,71094,"Census Tract 15.04, Utah County, Utah",49,049,001504
1400000US49049001202,49360,"Census Tract 12.02, Utah County, Utah",49,049,001202
1400000US49005000102,58516,"Census Tract 1.02, Cache County, Utah",49,005,000102
1400000US49005000402,89926,"Census Tract 4.02, Cache County, Utah",49,005,000402
1400000US49005000900,40353,"Census Tract 9, Cache County, Utah",49,005,000900
1400000US49005001101,68097,"Census Tract 11.01, Cache County, Utah",49,005,001101
1400000US49005000403,77159,"Census Tract 4.03, Cache County, Utah",49,005,000403
1400000US49005000201,66053,"Census Tract 2.01, Cache County, Utah",49,005,000201
1400000US49005000600,35081,"Census Tract 6, Cache County, Utah",49,005,000600
1400000US49005000800,30498,"Census Tract 8, Cache County, Utah",49,005,000800
1400000US49057211100,60074,"Census Tract 2111, Weber County, Utah",49,057,211100
1400000US49057200300,53796,"Census Tract 2003, Weber County, Utah",49,057,200300
1400000US49057200600,63873,"Census Tract 2006, Weber County, Utah",49,057,200600
1400000US49057201100,32549,"Census Tract 2011, Weber County, Utah",49,057,201100
1400000US49057210703,70272,"Census Tract 2107.03, Weber County, Utah",49,057,210703
1400000US49057211000,67891,"Census Tract 2110, Weber County, Utah",49,057,211000
1400000US49057210100,109026,"Census Tract 2101, Weber County, Utah",49,057,210100
1400000US49057201200,33750,"Census Tract 2012, Weber County, Utah",49,057,201200
1400000US49057201400,73548,"Census Tract 2014, Weber County, Utah",49,057,201400
1400000US49057202000,99792,"Census Tract 2020, Weber County, Utah",49,057,202000
1400000US49057210201,97500,"Census Tract 2102.01, Weber County, Utah",49,057,210201
1400000US49057210506,73373,"Census Tract 2105.06, Weber County, Utah",49,057,210506
1400000US49013940500,65176,"Census Tract 9405, Duchesne County, Utah",49,013,940500
1400000US49013940300,51940,"Census Tract 9403, Duchesne County, Utah",49,013,940300
1400000US49037978100,58375,"Census Tract 9781, San Juan County, Utah",49,037,978100
1400000US49037978200,56042,"Census Tract 9782, San Juan County, Utah",49,037,978200
1400000US49037942000,29286,"Census Tract 9420, San Juan County, Utah",49,037,942000
